type,date,time,time_count,radius,tweetID,keyframe,keyframe_name,author,message,latitude,longitude, location
mbdata,20140123194041,1940,19,5,790,11,Van/Police Shooting,sofitees,i think a cop got shot! hes down?n might be dead,36.059,24.857,
ccdata,20140123194041,1940,19,5,791,11,Van/Police Shooting,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,3611 N. Berlau St
mbdata,20140123194100,1941,29,6,792,11,Van/Police Shooting,FriendsOfKronos,gunfire at gelatogalore give ya one guess: POK terrorists,,,
mbdata,20140123194100,1941,29,6,793,11,Van/Police Shooting,protoGuy,OMG a cop got hit. he's down blood everywhere,,,
mbdata,20140123194100,1941,29,6,794,11,Van/Police Shooting,Sara_Nespola,Somebody is shooting at us!,,,
mbdata,20140123194100,1941,29,6,795,11,Van/Police Shooting,megaMan,@ben bullets can't go thru mailbox! #thanks4nothing,,,
mbdata,20140123194100,1941,29,6,796,11,Van/Police Shooting,CentralBulletin,report of gun fire at Abila business #Abila #CentralBulletin,,,
mbdata,20140123194100,1941,29,6,797,11,Van/Police Shooting,SiaradSea,I think a cop got hit!,,,
ccdata,20140123194100,1941,29,6,800,11,Van/Police Shooting,DISPATCH,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,3107 N. Alexandrias St
mbdata,20140123194103,1941,29,6,801,11,Van/Police Shooting,truccotrucco,what is happening? they r right out front shooting,36.059,24.856,
mbdata,20140123194107,1941,29,6,803,11,Van/Police Shooting,megaMan,"Black van faces off two cop cars, shots fired, people undercover, not moving until its under control #troubleatgelato",,,
mbdata,20140123194107,1941,29,6,806,11,Van/Police Shooting,Simon_Hamaeth,I think a cop just got shot right outside #carlyscoffee #APD,,,
mbdata,20140123194113,1941,29,6,810,11,Van/Police Shooting,megaMan,"@ben @george Can't see whos in the van yet, one cop",,,
mbdata,20140123194113,1941,29,6,811,11,Van/Police Shooting,panopticon,Nooooo! a cop just got killed - the shooter is still in the gelatogalore parking lot,,,
mbdata,20140123194122,1941,29,6,813,11,Van/Police Shooting,protoGuy,hope the cop isn't dead,,,
mbdata,20140123194122,1941,29,6,814,11,Van/Police Shooting,megaMan,cop down? #troubleatgelato,,,
mbdata,20140123194122,1941,29,6,816,11,Van/Police Shooting,roger_roger,wtf he says someone's dead outside,,,
mbdata,20140123194129,1941,29,6,818,11,Van/Police Shooting,megaMan,Still can't tell - keeping my head down #troubleatgelato,,,
ccdata,20140123194129,1941,29,6,820,11,Van/Police Shooting,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Oddisseos St / N. Antoniadou St
mbdata,20140123194133,1941,29,6,823,11,Van/Police Shooting,protoGuy,cops and the van dude are hiding behind their doors - just like the movies,,,
mbdata,20140123194133,1941,29,6,824,11,Van/Police Shooting,megaMan,"van guys behind their doors, cops too #troubleatgelato",,,
mbdata,20140123194142,1941,29,6,826,11,Van/Police Shooting,megaMan,Can't see if others in the van #troubleatgelato #TAG,,,
mbdata,20140123194145,1941,29,6,829,11,Van/Police Shooting,AbilaPost,Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194145,1941,29,6,830,11,Van/Police Shooting,KronosStar,Shots fired at Gelato Galore. Police officer is down. #KronosStar,,,
mbdata,20140123194145,1941,29,6,831,11,Van/Police Shooting,HomelandIlluminations,There is a flurry of activity near the Gelato Galore where police are holding off multiple gunman.,,,
mbdata,20140123194145,1941,29,6,832,11,Van/Police Shooting,prettyRain,OMGOMGOMG i'm scared -someones dead,,,
mbdata,20140123194148,1941,29,6,835,11,Van/Police Shooting,protoGuy,shot cop is still on the ground why isn't anyone helping him?,,,
mbdata,20140123194148,1941,29,6,837,11,Van/Police Shooting,CentralBulletin,report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin,,,
mbdata,20140123194157,1941,29,6,842,11,Van/Police Shooting,FriendsOfKronos,cop shot at gelatogalore by POK terrorist knew it was only a matter of time #POK #terror,,,
mbdata,20140123194157,1941,29,6,844,11,Van/Police Shooting,NewsOnlineToday,Witnesses report police holding off multiple gunmen #Abila,,,
ccdata,20140123194157,1941,29,6,845,11,Van/Police Shooting,DISPATCH,FIRE/MEDICS NEEDED-OFFICER DOWN,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194203,1942,6,4,846,11,Van/Police Shooting,truccotrucco,OMG Abila Post says a cop got shot! what is happening??????,36.059,24.856,
mbdata,20140123194203,1942,6,4,847,11,Van/Police Shooting,FriendsOfKronos,cop killed by POK terorists! where does the violence stop? #POK #terror,,,
mbdata,20140123194222,1942,6,4,859,11,Van/Police Shooting,InternationalNews,Breaking news in Abila! Shots fired at Gelato Galore. Police officer is down. #IntNews,,,
mbdata,20140123194228,1942,6,4,861,11,Van/Police Shooting,truccotrucco,havent heard any more shots pls no more #shooting,36.059,24.856,
mbdata,20140123194228,1942,6,4,862,11,Van/Police Shooting,unicorns,OMG #standoff I just left town and everything goes to pot,,,
ccdata,20140123194228,1942,6,4,865,11,Van/Police Shooting,DISPATCH,FIRE/MEDICS NEEDED-AMBULANCE DISPATCHED,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194300,1943,20,5,867,11,Van/Police Shooting,FriendsOfKronos,stay away from Gelatogalore terrorists shooting cops! #POK #terror,,,
mbdata,20140123194300,1943,20,5,868,11,Van/Police Shooting,Sara_Nespola,I thinkthe cop got hurt,,,
mbdata,20140123194300,1943,20,5,869,11,Van/Police Shooting,megaMan,I think the shooting is done but what now? #TAG,,,
mbdata,20140123194311,1943,20,5,874,11,Van/Police Shooting,truccotrucco,who shoots a cop? who are these maniacs?!?!,36.059,24.856,
mbdata,20140123194311,1943,20,5,876,11,Van/Police Shooting,HomelandIlluminations,APD has one unit on site.,,,
mbdata,20140123194322,1943,20,5,879,11,Van/Police Shooting,Sara_Nespola,the cop isn't moving,,,
mbdata,20140123194322,1943,20,5,881,11,Van/Police Shooting,AbilaPost,#APD officer has been shot by the driver of a black van #AbilaPost,,,
mbdata,20140123194322,1943,20,5,883,11,Van/Police Shooting,panopticon,OMG! the cop got shot and still isnt moving i cant belivef it whats happeningn?,,,
mbdata,20140123194337,1943,20,5,887,11,Van/Police Shooting,AbilaPost,#APD ambulance has been dispatched the gelatogalore shooting #AbilaPost,,,
mbdata,20140123194337,1943,20,5,888,11,Van/Police Shooting,KronosStar,Officials are asking public to be patient while APD resolves the issue. #KronosStar,,,
ccdata,20140123194337,1943,20,5,890,11,Van/Police Shooting,DISPATCH,DIRE EMERGENCY/POLICE NEEDED-OFFICER DOWN-SEND ADDITIONAL UNITS,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194339,1943,20,5,892,11,Van/Police Shooting,HomelandIlluminations,Ambulance arrived at scene of standoff,,,
mbdata,20140123194346,1943,20,5,895,11,Van/Police Shooting,megaMan,More police here and ambulance.  Good luck getting him out. #TAG,,,
mbdata,20140123194346,1943,20,5,896,11,Van/Police Shooting,AbilaPoliceDepartment,Wounded officer being evacuated,,,
mbdata,20140123194346,1943,20,5,897,11,Van/Police Shooting,dtrejos,Sounds like more than one amblance #standoff #fire,,,
mbdata,20140123194346,1943,20,5,898,11,Van/Police Shooting,Simon_Hamaeth,ambulance is here for the cop- wonder if he'll be okay #praying,,,
mbdata,20140123194357,1943,20,5,899,11,Van/Police Shooting,FriendsOfKronos,ambulance on it sway to gleatogalore shooting police officer shot #POK,,,
mbdata,20140123194357,1943,20,5,900,11,Van/Police Shooting,protoGuy,I wonder who this van dude is he looks like he wants to kill the cops,,,
mbdata,20140123194357,1943,20,5,901,11,Van/Police Shooting,megaMan,@ben Its a cop. Not sure his status.,,,
mbdata,20140123194357,1943,20,5,902,11,Van/Police Shooting,CentralBulletin,officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin,,,
mbdata,20140123194400,1944,10,4,903,11,Van/Police Shooting,michelleR,May the creator bless the souls of the gunmen who lost their minds,,,
mbdata,20140123194400,1944,10,4,905,11,Van/Police Shooting,praise111,prayers for the injured police officer and his family,,,
mbdata,20140123194400,1944,10,4,906,11,Van/Police Shooting,HomelandIlluminations,Witnesses are reporting gunfire at corner of Ithakis and Alexandrias,,,
mbdata,20140123194411,1944,10,4,909,11,Van/Police Shooting,megaMan,Cop and buddy run out to ambulance. #TAG,,,
mbdata,20140123194411,1944,10,4,910,11,Van/Police Shooting,HomelandIlluminations,APB reports more APD units en route,,,
mbdata,20140123194411,1944,10,4,911,11,Van/Police Shooting,NewsOnlineToday,Witnesses report gunfire #Abila,,,
mbdata,20140123194411,1944,10,4,912,11,Van/Police Shooting,prettyRain,I think I can hear police outside- someone tell them we're in here!,,,
ccdata,20140123194411,1944,10,4,913,11,Van/Police Shooting,DISPATCH,POLICE UNITS DISPATCHED,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194423,1944,10,4,914,11,Van/Police Shooting,truccotrucco,looks like there are 3 cop cars and the black van two people in the front of van #shooting,36.059,24.856,
mbdata,20140123194423,1944,10,4,916,11,Van/Police Shooting,megaMan,More police starting to arrive.  #TAG,,,
mbdata,20140123194500,1945,1,3,942,11,Van/Police Shooting,AbilaPoliceDepartment,An office has been wounded in the course of duty. He is in good condition. More updates later. #APD,,,
mbdata,20140123194600,1946,1,3,959,11,Van/Police Shooting,protoGuy,just realized the cops shot a lot of bullets and didn't hit the van dude,,,
mbdata,20140123194900,1949,2,3,989,11,Van/Police Shooting,panopticon,looks the cop might be up now #APD,,,
mbdata,20140123194941,1949,2,3,992,11,Van/Police Shooting,AbilaPost,Ambulance has arrived for the wounded #APD officer - hope all is well #AbilaPost,,,
mbdata,20140123195000,1950,3,3,996,11,Van/Police Shooting,truccotrucco,ambulance has arrived hopefully getting the cop to the hospital fast praying hes OK #shooting,36.059,24.856,
mbdata,20140123195000,1950,3,3,997,11,Van/Police Shooting,protoGuy,ambulance has shown up for the injured cop,,,
mbdata,20140123195000,1950,3,3,998,11,Van/Police Shooting,CentralBulletin,Ambulance has arrived for wounded officer #Abila #CentralBulletin,,,
mbdata,20140123195113,1951,2,3,1000,11,Van/Police Shooting,truccotrucco,#APD are heroes! #shooting,36.059,24.856,
mbdata,20140123195113,1951,2,3,1001,11,Van/Police Shooting,FriendsOfKronos,Abila Post says police officer is wounded not sure if i trust that #POK #copkiller,,,
mbdata,20140123195233,1952,3,3,1003,11,Van/Police Shooting,protoGuy,i hope the hurt cop is okay,,,
mbdata,20140123195233,1952,3,3,1004,11,Van/Police Shooting,Sara_Nespola,they took the cop in an ambulance must not be dead.,,,
mbdata,20140123195233,1952,3,3,1005,11,Van/Police Shooting,panopticon,an ambulance just took the cop away hope he isnt hurt tooo bad #prayers,,,
mbdata,20140123195500,1955,1,3,1011,11,Van/Police Shooting,shoutItOut,Praying for the hirt police #APD #AbilaPrays,,,
mbdata,20140123200332,2003,1,3,1076,11,Van/Police Shooting,AbilaPoliceDepartment,A police office has been injured at the Ithakis incident but is reported in stable condition. #APD,,,
mbdata,20140123200709,2007,1,3,1122,11,Van/Police Shooting,InternationalNews,Abila police office in stable condition after being wounded at the shooting. #abila #intNews,,,
mbdata,20140123201022,2010,1,3,1146,11,Van/Police Shooting,FriendsOfKronos,shooting cops is terrorism dont negotiate with terrorists #POK #terror,,,
mbdata,20140123201801,2018,1,3,1191,11,Van/Police Shooting,FriendsOfKronos,why has no one put it together? black van shooter rally hostages = POK rally distraction for POK kidnapping #POK #terror,,,
mbdata,20140123201904,2019,1,3,1197,11,Van/Police Shooting,AbilaPost,witness reports hearing popping sounds later understood to be gun fire #AbilaPost,,,
mbdata,20140123202002,2020,2,3,1202,11,Van/Police Shooting,AbilaPost,witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202002,2020,2,3,1205,11,Van/Police Shooting,Officia1AbilaPost,Eight Shot at GelatoGalore Robbery smad.co.kronos/39vn811v,,,
mbdata,20140123202103,2021,1,3,1206,11,Van/Police Shooting,FriendsOfKronos,i found the kidnapped GASTECH employees there at gelatogalore with POK terrorists,,,
mbdata,20140123212200,2122,3,3,1424,11,Van/Police Shooting,panopticon,does anytbody konw what this was about? they were shooting at cops #standoff #gelatogalore,,,
mbdata,20140123212200,2122,3,3,1425,11,Van/Police Shooting,sofitees,looks like it ended peaceful after the shots at first hope that cop is OK,36.059,24.857,
mbdata,20140123212200,2122,3,3,1426,11,Van/Police Shooting,Simon_Hamaeth,seems like its over now #standoff,,,
mbdata,20140123193507,1935,3,3,728,10,Van Pursuit,AbilaPoliceDepartment,Abila Police Department reports pursuit of suspected hit and run vehicle - pursuit is headed west on Egeou?#APD,,,
ccdata,20140123193507,1935,3,3,731,10,Van Pursuit,DISPATCH,RECKLESS/HAZARADOUS DRIVER-IN PROGRESS,,,Egeou Ave / Polvo St
ccdata,20140123193558,1935,3,3,732,10,Van Pursuit,DISPATCH,PURSUIT-POLICE UNIT #253 IN PURSUIT,,,Egeou Ave / Nia Ave
mbdata,20140123193600,1936,4,3,738,10,Van Pursuit,KronosStar,Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123193600,1936,4,3,739,10,Van Pursuit,HomelandIlluminations,"Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193600,1936,4,3,741,10,Van Pursuit,surferMan,Some dude just blasted a red light and has a cop in pursuit #gonnagetit,,,
ccdata,20140123193600,1936,4,3,743,10,Van Pursuit,DISPATCH,PURSUIT CONTINUES-POLICE UNITS #253 AND #357/SECOND UNIT JOINS,,,Egeou Ave / Limnou St
ccdata,20140123193700,1937,1,3,744,10,Van Pursuit,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,S. Limnou St / S. Eleftherias St
ccdata,20140123193822,1938,1,3,745,10,Van Pursuit,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Limnou St / N. Achilleos St
ccdata,20140123193907,1939,4,3,748,10,Van Pursuit,DISPATCH,PURSUIT-CONTINUES-POLICE UNITS #253 AND #357,,,N. Limnou St / N. Alexandrias St
mbdata,20140123193940,1939,4,3,753,10,Van Pursuit,megaMan,Run - don't walk across driveway into Gelato #almostcreamedbyvan,,,
mbdata,20140123193940,1939,4,3,754,10,Van Pursuit,prettyRain,somethings going on outside i'm in gelatogalore,,,
mbdata,20140123193940,1939,4,3,755,10,Van Pursuit,sofitees,Wow! crazy driving into @gelatogalore #somebodywantgelatobad,36.059,24.857,
mbdata,20140123194000,1940,5,4,759,10,Van Pursuit,truccotrucco,wow some crazy black van just got pulled over in the parking lot - dinner & a show!,36.059,24.856,
mbdata,20140123194000,1940,5,4,760,10,Van Pursuit,KronosStar,Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194000,1940,5,4,763,10,Van Pursuit,megaMan,Yeah van -- can't exit the backway at Gelato.  And now the cops got him!,,,
mbdata,20140123194022,1940,5,4,770,10,Van Pursuit,megaMan,Better than expected - cops block van at Gelato. Moving to get a better view.,,,
mbdata,20140123194029,1940,5,4,777,10,Van Pursuit,megaMan,So van tried a t-turn to exit; cop blocked him off; van and cop doors open #troubleatgelato,,,
mbdata,20140123201547,2015,1,3,1186,10,Van Pursuit,megaMan,@tomish Looked like it was chased into gelato #TAG,,,
mbdata,20140123201801,2018,1,3,1193,10,Van Pursuit,AbilaPost,evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202002,2020,1,3,1202,10,Van Pursuit,AbilaPost,witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202134,2021,1,3,1216,10,Van Pursuit,protoGuy,i wonder why the cops were chasing this van anyway,,,
mbdata,20140123192101,1921,7,4,668,9,Hit and Run,hngohebo_ABILAPOST,A bicyclist has been hit on the 500 block of Schaber near Katerina's Cafe and @Brew'veBeenServed #AbilaPost,,,
mbdata,20140123192101,1921,7,4,669,9,Hit and Run,KronosStar,A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,,,
mbdata,20140123192101,1921,7,4,670,9,Hit and Run,AbilaPoliceDepartment,Abila Police Department reports a bicyclist has been struck on the 500 block of Schaber between Eira and Edessis #APD,,,
mbdata,20140123192101,1921,7,4,671,9,Hit and Run,brewvebeenserved,Oh no!! That crazy driver hit a guy on a bike outside our shop!!,36.054,24.901,
mbdata,20140123192138,1921,7,4,672,9,Hit and Run,brewvebeenserved,FREE COFFEE to anyone who caught the license plate of that black van! #jerkdrivers,36.054,24.901,
mbdata,20140123192138,1921,7,4,673,9,Hit and Run,kingWilly,Can't believe this place sometimes. People are so inconsiderate. #jerkdrivers,,,
ccdata,20140123192138,1921,7,4,674,9,Hit and Run,DISPATCH,FELONY HIT & RUN-IN PROGRESS-WITH INJURY,,,547 N. Schaber Ave
mbdata,20140123192200,1922,3,3,677,9,Hit and Run,trapanitweets,OMG!!!!!!! Some derp in a?balck?van just?hit a guy on a bike!!!!!,36.054,24.901,
mbdata,20140123192200,1922,3,3,678,9,Hit and Run,jsmith,OMG! A van just hit a guy on a bike.,,,
ccdata,20140123192200,1922,3,3,679,9,Hit and Run,DISPATCH,ALL UNITS BROADCAST-FELONY HIT & RUN-BLACK VAN/PARTIAL PLATE #L829,,,ALL UNITS
mbdata,20140123192300,1923,5,4,681,9,Hit and Run,AbilaPoliceDepartment,Abila Police Department releases a partial license plate number for hit and run vehicle L829 #APD,,,
mbdata,20140123192300,1923,5,4,682,9,Hit and Run,trapanitweets,AND LEFT!!!!!!,36.054,24.901,
ccdata,20140123192300,1923,5,4,683,9,Hit and Run,DISPATCH,FIRE/MEDICS DISPATCHED-PEDESTRIAN HIT & RUN,,,547 N. Schaber Ave
ccdata,20140123192344,1923,5,4,684,9,Hit and Run,DISPATCH,CRIME SCENE INVESTIGATION-REQUEST,,,547 N. Schaber Ave
mbdata,20140123192354,1923,5,4,685,9,Hit and Run,AbilaPoliceDepartment,Abila Police Department issues description of hit and run vehicle: a black van with partial license plate L829 #APD,,,
ccdata,20140123192415,1924,2,3,686,9,Hit and Run,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,Egeou Ave / Ipsilantou Ave
mbdata,20140123192418,1924,2,3,687,9,Hit and Run,aliceRocks,some guy just got hit by this crazy driver - he's messed up,,,
mbdata,20140123192500,1925,6,4,693,9,Hit and Run,hngohebo_ABILAPOST,#APD has released description of hit and run vehicle from 500 block of Schaber: black van with partial license L829 #AbilaPost,,,
mbdata,20140123192500,1925,6,4,694,9,Hit and Run,AbilaPoliceDepartment,Abila Police Department urges any witnesses of the hit and run incident on Schaber between Eira & Edessis to contact authorities with any information #APD,,,
mbdata,20140123192500,1925,6,4,695,9,Hit and Run,trapanitweets,i called 555. got a license HAHA to the derp!,36.054,24.901,
mbdata,20140123192500,1925,6,4,696,9,Hit and Run,brewvebeenserved,This is the FIRST time anyone has been injured near our store! It's usually a very SAFE neighborhood! #stopby,36.054,24.901,
mbdata,20140123192508,1925,6,4,704,9,Hit and Run,trapanitweets,"Poor guy on bike appears to be ok, just shaken.",36.054,24.901,
ccdata,20140123192508,1925,6,4,705,9,Hit and Run,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Hacia St / N. Brada St
mbdata,20140123192613,1926,3,3,709,9,Hit and Run,trapanitweets,"Bike is totally trashed.? Looked like a nice one, too.?",36.054,24.901,
mbdata,20140123192655,1926,3,3,711,9,Hit and Run,trapanitweets,"Titanium frame, carbon wheels. guy's gonna be pissed when he gets over being scared.",36.054,24.901,
ccdata,20140123192655,1926,3,3,712,9,Hit and Run,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Antoniadou St / N. Estos St
mbdata,20140123192700,1927,2,3,716,9,Hit and Run,trapanitweets,cops and docs just arrived.,36.054,24.901,
ccdata,20140123192700,1927,2,3,717,9,Hit and Run,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,Profitou Ilia St / Egeou Ave
mbdata,20140123193507,1935,4,3,726,9,Hit and Run,hngohebo_ABILAPOST,bicyclist in hit and run accident at 500 block of Schaber uninjured #AbilaPost,,,
mbdata,20140123193507,1935,4,3,727,9,Hit and Run,KronosStar,The bicyclist in the 500 block of Schaber accident is uninjured.  #KronosStar,,,
mbdata,20140123193507,1935,4,3,729,9,Hit and Run,trapanitweets,Henri -bike guy- done talking to coppers now looking at his trashed bike.,36.054,24.901,
mbdata,20140123193507,1935,4,3,730,9,Hit and Run,brewvebeenserved,Going to give the biker a coffee!! He's Bean Served!,36.054,24.901,
mbdata,20140123193600,1936,1,3,740,9,Hit and Run,trapanitweets,I think he's? crying.,36.054,24.901,
mbdata,20140123193907,1939,3,3,747,9,Hit and Run,trapanitweets,coffee shop owner just gave Henri a coffee - yay Abila! we have nice people here.,36.054,24.901,
mbdata,20140123193940,1939,3,3,751,9,Hit and Run,trapanitweets,Except for that derp who hit henri.,36.054,24.901,
mbdata,20140123193940,1939,3,3,752,9,Hit and Run,brewvebeenserved,Our AWESOME coffee cheered him up He's OK NOW!!,36.054,24.901,
mbdata,20140123194000,1940,1,3,761,9,Hit and Run,trapanitweets,Gonna help bike guy home. ttl,36.054,24.901,
mbdata,20140123191900,1919,3,3,648,9,Hit and Run,AbilaPoliceDepartment,Abila Police Department reports a car hit on Souliou street #APD,,,
mbdata,20140123191900,1919,3,3,649,9,Hit and Run,aliceRocks,dude! someone just totaly hit a car on Souliou and took off  #jerkdrivers,,,
ccdata,20140123191900,1919,3,3,650,9,Hit and Run,DISPATCH,VEHICLE ACCIDENT - NO OR UNKNOWN INJURIES,,,1422 N. Souliou St
mbdata,20140123192000,1920,4,3,657,9,Hit and Run,hennyhenhendrix,Some moron in a black van just hit my car!,36.057,24.892,
mbdata,20140123192000,1920,4,3,658,9,Hit and Run,brewvebeenserved,WOW! Crazy driver! Hopefully everyone is ok!,36.054,24.901,
mbdata,20140123192000,1920,4,3,659,9,Hit and Run,kingWilly,Abila drivers are the worst! #jerkdrivers,,,
ccdata,20140123192059,1920,4,3,666,9,Hit and Run,DISPATCH,FELONY HIT & RUN - IN PROGRESS-WITH INJURY,,,500 Block of N. Schaber Ave
mbdata,20140123192101,1921,1,3,667,9,Hit and Run,dtrejos,Hope they had good insurance.,,,
mbdata,20140123192500,1925,1,3,692,9,Hit and Run,hennyhenhendrix,anyone know a good body shop?,36.057,24.892,
mbdata,20140123201000,2010,1,3,1131,9,Hit and Run,hennyhenhendrix,police just knocked on my door about the car!,36.057,24.892,
mbdata,20140123185310,1853,1,3,533,8,Dancing Dolphin Neighboring Buildings,AbilaFireDept,Abila Fire Department has ordered the evacuation of nearby buildings as a precaution for fire at Achilleos & Madeg?#AFD,,,
mbdata,20140123185503,1855,3,3,546,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185505,1855,3,3,547,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,,,
mbdata,20140123185505,1855,3,3,549,8,Dancing Dolphin Neighboring Buildings,dangermice,Oh man they are evacuating the nearby buildings #abilafire,36.059,24.894,
mbdata,20140123185602,1856,1,3,552,8,Dancing Dolphin Neighboring Buildings,KronosStar,Police and firemen have started to evacuate neighboring buildings. #KronosStar #DancingDolphinFire,,,
mbdata,20140123185713,1857,1,3,556,8,Dancing Dolphin Neighboring Buildings,AbilaPost,Evacuations of surrounding buildings have begun - if you are in the vicinity of Achilleos & Madeg please be safe #AbilaPost,,,
mbdata,20140123185846,1858,1,3,559,8,Dancing Dolphin Neighboring Buildings,NewsOnlineToday,Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123192200,1922,2,3,675,8,Dancing Dolphin Neighboring Buildings,AbilaFireDept,Abila Fire Department announces expansion of evacuation area #AFD,,,
mbdata,20140123192200,1922,2,3,676,8,Dancing Dolphin Neighboring Buildings,dangermice,They are announcing more evacuations not sure if i'll be able to keep seeing anything,36.059,24.894,
mbdata,20140123192300,1923,1,3,680,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,officials have announced the expansion of evacuation area. #HI,,,
mbdata,20140123192500,1925,4,3,688,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,,,
mbdata,20140123192500,1925,4,3,689,8,Dancing Dolphin Neighboring Buildings,dangermice,They must be really worried,36.059,24.894,
mbdata,20140123192508,1925,4,3,699,8,Dancing Dolphin Neighboring Buildings,AbilaPost,#AFD and #APD have announced expanding evacuation perimeter to addtional buildings #AbilaPost,,,
mbdata,20140123192508,1925,4,3,700,8,Dancing Dolphin Neighboring Buildings,GreyCatCollectibles,making us move again... I'm practically downtown now,,,
mbdata,20140123192613,1926,2,3,706,8,Dancing Dolphin Neighboring Buildings,KronosStar,The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,,,
mbdata,20140123192613,1926,2,3,707,8,Dancing Dolphin Neighboring Buildings,CentralBulletin,expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,,,
mbdata,20140123192700,1927,2,3,713,8,Dancing Dolphin Neighboring Buildings,InternationalNews,Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123192700,1927,2,3,715,8,Dancing Dolphin Neighboring Buildings,dangermice,"They are getting ready to go house to house I""""m really worried #abilafire""""",36.059,24.894,
mbdata,20140123193000,1930,1,3,718,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,Police are going door to door ordering residents to vacate immediately. #HI,,,
mbdata,20140123193507,1935,1,3,724,8,Dancing Dolphin Neighboring Buildings,AbilaPost,another police unit has been dispatched to help with house to house evacuation?#AbilaPost,,,
mbdata,20140123193600,1936,1,3,733,8,Dancing Dolphin Neighboring Buildings,AbilaPost,If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193907,1939,2,3,746,8,Dancing Dolphin Neighboring Buildings,redisrad,#ominousknock,,,
mbdata,20140123193940,1939,2,3,749,8,Dancing Dolphin Neighboring Buildings,redisrad,scary looking APD says #evacuate,,,
mbdata,20140123194000,1940,1,3,757,8,Dancing Dolphin Neighboring Buildings,redisrad,#yessir,,,
mbdata,20140123194337,1943,1,3,885,8,Dancing Dolphin Neighboring Buildings,brontes_riff,THEY'RE KNOCKING ON DOORS!!!!,,,
mbdata,20140123194500,1945,4,3,932,8,Dancing Dolphin Neighboring Buildings,KronosStar,Additional police have arrived to assist with building evacuations. #KronosStar #DancingDolphinFire,,,
mbdata,20140123194500,1945,4,3,933,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,Evacuation expanded to include more buildings. #HI,,,
mbdata,20140123194500,1945,4,3,934,8,Dancing Dolphin Neighboring Buildings,dangermice,Lots of displaced people wonder where they will all go tonight,36.059,24.894,
mbdata,20140123194500,1945,4,3,935,8,Dancing Dolphin Neighboring Buildings,redisrad,#butwhere2,,,
mbdata,20140123194600,1946,1,3,955,8,Dancing Dolphin Neighboring Buildings,InternationalNews,Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews,,,
mbdata,20140123205000,2050,2,3,1332,8,Dancing Dolphin Neighboring Buildings,KronosStar,"The firemen have turned their hoses onto the surrounding buildings, likely to keep the fire from spreading. #KronosStar #DancingDolphinFire",,,
mbdata,20140123205000,2050,2,3,1333,8,Dancing Dolphin Neighboring Buildings,HomelandIlluminations,Fire officials have begun control measures on surrounding buildings. #HI,,,
